ACCOUNTNO,PARCELNO,SITUS,PROPERTYCITY
M030107,370124000081,"2388 STATE HIGHWAY 135, UNIT 47",GUNNISON
M030202,378702200058,"301 S 2ND ST, UNIT 72",GUNNISON
M030203,378702213005,"309 REED ST, UNIT 9",GUNNISON
M030204,378708001022,40 PHYLLIS LN,GUNNISON
M030446,370124000081,"2388 STATE HIGHWAY 135, UNIT 69",GUNNISON
M030448,351722012002,"95 GEORGE BAILEY DR, UNIT 36A",ALMONT
M030449,351722012002,"95 GEORGE BAILEY DR, UNIT 43",ALMONT
M030482,351722012002,"95 GEORGE BAILEY DR, UNIT 35",ALMONT
M030483,351722012002,"95 GEORGE BAILEY DR, UNIT 34",ALMONT
M030486,370135300045,"1313 W OHIO AVE, UNIT 11",GUNNISON
M030488,370135446003,"220 N BOULEVARD ST, UNIT 8",GUNNISON
M030489,325503126024,123 TEOCALLI AVE,CRESTED BUTTE
M030491,398300000027,"12457 US HIGHWAY 50, UNIT 16",PINE CREEK MESA / BLUE MESA AREA
M030509,378500000018,"28357 US HIGHWAY 50, UNIT 115",BLUE MESA RESERVOIR AREA
M030510,370124000081,"2388 STATE HIGHWAY 135, UNIT 40",GUNNISON
M030583,351722012002,"95 GEORGE BAILEY DR, UNIT 42",ALMONT
M030586,378702300052,1100 US HIGHWAY 50 FRONTAGE RD,GUNNISON
M030594,370122301023,35 DOE CIR,ANTELOPE CREEK AREA
M030612,370124000081,"2388 STATE HIGHWAY 135, UNIT 8",GUNNISON
M030619,370135446003,"220 N BOULEVARD ST, UNIT 9",GUNNISON
M030621,370124000081,"2388 STATE HIGHWAY 135, UNIT 9",GUNNISON
M030719,370135300045,"1313 W OHIO AVE, UNIT 14",GUNNISON
M030720,370124000081,"2388 STATE HIGHWAY 135, UNIT 14",GUNNISON
M030722,370135446003,"220 N BOULEVARD ST, UNIT 12",GUNNISON
M030728,370124000081,"2388 STATE HIGHWAY 135, UNIT 35",GUNNISON
M030729,378702200058,"301 S 2ND ST, UNIT 71",GUNNISON
M030778,378903000005,200 INDUSTRIAL PARK RD,GUNNISON
M030783,378702200058,"301 S 2ND ST, UNIT 66",GUNNISON
M030788,369908000006,5558 STATE HIGHWAY 135,GUNNISON
M030791,378700000069,81 PHELPS LN,GUNNISON
M030793,370124000081,"2388 STATE HIGHWAY 135, UNIT 33",GUNNISON
M030799,370100000064,805 COUNTY ROAD 17,ANTELOPE CREEK AREA
M030808,378500000014,"27601 US HIGHWAY 50, UNIT 143",BLUE MESA RESERVOIR AREA
M030809,378500000014,"27601 US HIGHWAY 50, UNIT 142",BLUE MESA RESERVOIR AREA
M030810,378500000014,"27601 US HIGHWAY 50, UNIT 141",BLUE MESA RESERVOIR AREA
M030811,378500000014,"27601 US HIGHWAY 50, UNIT 140",BLUE MESA RESERVOIR AREA
M030812,378500000014,"27601 US HIGHWAY 50, UNIT 139",BLUE MESA RESERVOIR AREA
M030813,378500000014,"27601 US HIGHWAY 50, UNIT 138",BLUE MESA RESERVOIR AREA
M030815,378500000014,"27601 US HIGHWAY 50, UNIT 44",BLUE MESA RESERVOIR AREA
M030816,378500000014,"27601 US HIGHWAY 50, UNIT 94",BLUE MESA RESERVOIR AREA
M030943,370124000081,"2388 STATE HIGHWAY 135, UNIT 3",GUNNISON
M031037,378702200058,"301 S 2ND ST, UNIT 33",GUNNISON
M031053,370124011008,"229 COUNTY ROAD 11, UNIT 14",GUNNISON
M031055,378702200058,"301 S 2ND ST, UNIT 13",GUNNISON
M031056,378702213005,"304 S REED ST, UNIT 4",GUNNISON
M031071,378702200058,"301 S 2ND ST, UNIT 52",GUNNISON
M031103,370124011005,35 PONDEROSA LN,GUNNISON
M031104,378500000018,"28357 US HIGHWAY 50, UNIT 105",BLUE MESA RESERVOIR AREA
M031107,378903001004,95 VADER LN,GUNNISON
M031121,378701238007,"404 W RIO GRANDE AVE, UNIT 16",GUNNISON
M031122,378702200058,"301 S 2ND ST, UNIT 29",GUNNISON
M031123,378903001003,80 VADER LN,GUNNISON
M031124,351722012002,"95 GEORGE BAILEY DR, UNIT 33",ALMONT
M031132,370135300045,"1313 W OHIO AVE, UNIT 9",GUNNISON
M031139,325503126028,19 SECOND ST,CRESTED BUTTE
M031140,370135446003,"220 N BOULEVARD ST, UNIT 19",GUNNISON
M031141,378500000014,"27601 US HIGHWAY 50, UNIT 148",BLUE MESA RESERVOIR AREA
M031142,378500000014,"27601 US HIGHWAY 50, UNIT 146",BLUE MESA RESERVOIR AREA
M031143,378500000014,"27601 US HIGHWAY 50, UNIT 89",BLUE MESA RESERVOIR AREA
M031144,378500000014,"27601 US HIGHWAY 50, UNIT 90",BLUE MESA RESERVOIR AREA
M031145,378500000014,"27601 US HIGHWAY 50, UNIT 91",BLUE MESA RESERVOIR AREA
M031146,378500000014,"27601 US HIGHWAY 50, UNIT 92",BLUE MESA RESERVOIR AREA
M031147,431300000019,STATE HIGHWAY 149,LAKE FORK OF THE GUNNISON DRAINAGE
M031166,405300000078,18755 STATE HIGHWAY 149,POWDERHORN AREA
M031171,378903001002,"90 VADER LN, UNIT 2",GUNNISON
M031174,404500000064,1061 COUNTY ROAD 858,
M031175,370135446003,"220 N BOULEVARD ST, UNIT 15",GUNNISON
M031228,378702201011,111 S 8TH ST,GUNNISON
M031285,378702200058,"301 S 2ND ST, UNIT 26",GUNNISON
M031287,325503401007,"514 RED LADY AVE, UNIT 3",CRESTED BUTTE
M031289,325503401004,"524 RED LADY AVE, UNIT 6",CRESTED BUTTE
M031291,325503401006,"520 RED LADY AVE, UNIT 8",CRESTED BUTTE
M031293,370122304063,19 SAGE LN,ANTELOPE CREEK AREA
M031294,351722012002,"95 GEORGE BAILEY DR, UNIT 32",ALMONT
M031298,378702233001,"700 US HIGHWAY 50, UNIT 13",GUNNISON
M031405,378702200058,"301 S 2ND ST, UNIT 64",GUNNISON
M031432,370125000035,1186 STATE HIGHWAY 135,GUNNISON
M031433,378702106003,"614 W GUNNISON AVE, UNIT 7",GUNNISON
M031434,325503126008,110 BUTTE AVE,CRESTED BUTTE
M031440,378711000015,277 COUNTY ROAD 50,HARTMAN ROCKS AREA
M031470,378500000018,"28357 US HIGHWAY 50, UNIT 113",BLUE MESA RESERVOIR AREA
M031471,398300000003,195 COVE RD,SAPINERO AREA
M031520,398700000035,348 US HIGHWAY 50,LITTLE CIMARRON RIVER AREA
M031606,378500000014,"27601 US HIGHWAY 50, UNIT 525",BLUE MESA RESERVOIR AREA
M031607,378500000014,"27601 US HIGHWAY 50, UNIT 526",BLUE MESA RESERVOIR AREA
M031608,378500000014,"27601 US HIGHWAY 50, UNIT 527",BLUE MESA RESERVOIR AREA
M031609,378500000014,"27601 US HIGHWAY 50, UNIT 528",BLUE MESA RESERVOIR AREA
M031610,378500000014,"27601 US HIGHWAY 50, UNIT 529",BLUE MESA RESERVOIR AREA
M031612,378500000014,"27601 US HIGHWAY 50, UNIT 87",BLUE MESA RESERVOIR AREA
M031613,378500000014,"27601 US HIGHWAY 50, UNIT 531",BLUE MESA RESERVOIR AREA
M031614,378500000014,"27601 US HIGHWAY 50, UNIT 532",BLUE MESA RESERVOIR AREA
M031615,378500000014,"27601 US HIGHWAY 50, UNIT 533",BLUE MESA RESERVOIR AREA
M031675,378702200058,"301 S 2ND ST, UNIT 32",GUNNISON
M032052,351722012002,"95 GEORGE BAILEY DR, UNIT 25",ALMONT
M032069,370135446003,"220 N BOULEVARD ST, UNIT 5",GUNNISON
M032120,351722012002,"95 GEORGE BAILEY, UNIT 7",ALMONT
M032171,378702106003,"614 W GUNNISON AVE, UNIT 2",GUNNISON
M032234,378702107001,"507 W NEW YORK AVE, UNIT 5",GUNNISON
M032241,370135300045,"1313 W OHIO AVE, UNIT 22",GUNNISON
M032248,325503126010,106 BUTTE AVE,CRESTED BUTTE
M032258,325503126009,108 BUTTE AVE,CRESTED BUTTE
M032649,398700000035,84348 US HIGHWAY 50,LITTLE CIMARRON RIVER AREA
M032650,378703411001,"38118 US HIGHWAY 50, UNIT 4A",GUNNISON
M032657,378708001025,"72 PHYLLIS LN, UNIT 6",GUNNISON
M032658,378708000028,"36128 US HIGHWAY 50, UNIT Y",GUNNISON
M032659,370124011009,27 PONDEROSA LN,GUNNISON
M032676,378702200079,"1215 W NEW YORK AVE, UNIT 1",GUNNISON
M032679,370124011002,41 PONDEROSA LN,GUNNISON
M032690,378708000028,"36128 US HIGHWAY 50, UNIT S",GUNNISON
M032716,378708000028,"36128 US HIGHWAY 50, UNIT U",GUNNISON
M032717,378702200079,"1215 W NEW YORK AVE, UNIT 2",GUNNISON
M032789,378702200079,"1215 W NEW YORK AVE, UNIT 7",GUNNISON
M032790,378702200079,"1215 W NEW YORK AVE, UNIT 5",GUNNISON
M032877,378702200079,"1215 W NEW YORK AVE, UNIT 3",GUNNISON
M032990,378702200079,"1215 W NEW YORK AVE, UNIT 10",GUNNISON
M032991,378702200079,"1215 W NEW YORK AVE, UNIT 9",GUNNISON
M033053,378702200079,"1215 W NEW YORK AVE, UNIT 6",GUNNISON
M033135,378702200079,"1215 W NEW YORK AVE, UNIT 8",GUNNISON
M033136,378702200079,"1215 W NEW YORK AVE, UNIT 4",GUNNISON
M033137,370125000010,1678 STATE HIGHWAY 135,GUNNISON
M033138,378702200058,"301 S 2ND ST, UNIT 49",GUNNISON
M033140,397500000005,7100 COUNTY ROAD 38,GOLD BASIN AREA
M033141,370135446003,"220 N BOULEVARD ST, UNIT 16",GUNNISON
M033142,378702200058,"301 S 2ND ST, UNIT 56",GUNNISON
M033143,370122304062,17 SAGE LN,ANTELOPE CREEK AREA
M033145,369900000066,3901 STATE HIGHWAY 135,GUNNISON
M033148,378500000014,"27601 US HIGHWAY 50, UNIT 535",BLUE MESA RESERVOIR AREA
M033149,378500000014,"27601 US HIGHWAY 50, UNIT 536",BLUE MESA RESERVOIR AREA
M033150,378500000014,"27601 US HIGHWAY 50, UNIT 537",BLUE MESA RESERVOIR AREA
M033151,378500000014,"27601 US HIGHWAY 50, UNIT 538",BLUE MESA RESERVOIR AREA
M033152,378500000014,"27601 US HIGHWAY 50, UNIT 539",BLUE MESA RESERVOIR AREA
M033153,378500000014,"27601 US HIGHWAY 50, UNIT 540",BLUE MESA RESERVOIR AREA
M033154,378500000014,"27601 US HIGHWAY 50, UNIT 541",BLUE MESA RESERVOIR AREA
M033158,370124000081,"2388 STATE HIGHWAY 135, UNIT 15",GUNNISON
M033160,370122303053,358 MESA LOOP,ANTELOPE CREEK AREA
M033161,370122304003,22 RIDGE LN,ANTELOPE CREEK AREA
M033167,378702200058,"301 S 2ND ST, UNIT 16",GUNNISON
M033169,370124000081,"2388 STATE HIGHWAY 135, UNIT 26",GUNNISON
M033172,370135300045,"1313 W OHIO AVE, UNIT 34",GUNNISON
M033173,325503126017,"109 TEOCALLI AVE, UNIT 21",CRESTED BUTTE
M033175,378129100008,3200 COUNTY ROAD 721,SOAP MESA AREA
M033177,378708000028,"36128 US HIGHWAY 50, UNIT T",GUNNISON
M033179,397900000037,27900 STATE HIGHWAY 149,IOLA - NINE MILE
M033181,370135300045,"1313 W OHIO AVE, UNIT 20",GUNNISON
M033182,396900000030,2509 COUNTY ROAD 46,DOYLEVILLE
M033183,378702200058,"301 S 2ND ST, UNIT 54",GUNNISON
M033185,378702200058,"301 S 2ND ST, UNIT 68",GUNNISON
M033186,378702200058,"301 S 2ND ST, UNIT 31",GUNNISON
M033187,370124000081,"2388 STATE HIGHWAY 135, UNIT 32",GUNNISON
M033188,378500000014,"27601 US HIGHWAY 50, UNIT 144",BLUE MESA RESERVOIR AREA
M033190,378500000014,"27601 US HIGHWAY 50, UNIT 147",BLUE MESA RESERVOIR AREA
M033191,378500000014,"27601 US HIGHWAY 50, UNIT 149",BLUE MESA RESERVOIR AREA
M033192,378500000014,"27601 US HIGHWAY 50, UNIT 534",BLUE MESA RESERVOIR AREA
M033193,378500000014,"27601 US HIGHWAY 50, UNIT 73",BLUE MESA RESERVOIR AREA
M033194,378500000014,"27601 US HIGHWAY 50, UNIT 74",BLUE MESA RESERVOIR AREA
M033195,378500000014,"27601 US HIGHWAY 50, UNIT 75",BLUE MESA RESERVOIR AREA
M033196,378500000014,"27601 US HIGHWAY 50, UNIT 76",BLUE MESA RESERVOIR AREA
M033197,378500000014,"27601 US HIGHWAY 50, UNIT 77",BLUE MESA RESERVOIR AREA
M033198,378500000014,"27601 US HIGHWAY 50, UNIT 88",BLUE MESA RESERVOIR AREA
M033199,370124000081,"2388 STATE HIGHWAY 135, UNIT 16",GUNNISON
M033209,378702200058,"301 S 2ND ST, UNIT 51",GUNNISON
M033211,378500000018,"28357 US HIGHWAY 50, UNIT 109",BLUE MESA RESERVOIR AREA
M033216,378702200058,"301 S 2ND ST, UNIT 30",GUNNISON
M033217,351722012002,"95 GEORGE BAILEY DR, UNIT 36C",ALMONT
M033218,378700000050,670 PROSPER LN,GUNNISON
M033220,370135300045,"1313 W OHIO AVE, UNIT 13",GUNNISON
M033221,378708000028,"36128 US HIGHWAY 50, UNIT N",GUNNISON
M033226,378702200058,"301 S 2ND ST, UNIT 25",GUNNISON
M033229,378708000028,"36128 US HIGHWAY 50, UNIT M",GUNNISON
M033230,378708000028,"36128 US HIGHWAY 50, UNIT L",GUNNISON
M033231,378500000018,"28357 US HIGHWAY 50, UNIT 107",BLUE MESA RESERVOIR AREA
M033232,378708000028,"36128 US HIGHWAY 50, UNIT G",GUNNISON
M033233,370135431001,"1010 W VIRGINIA AVE, UNIT 24",GUNNISON
M033237,378708000028,"36128 US HIGHWAY 50, UNIT F",GUNNISON
M033238,405300000104,18365 STATE HIGHWAY 149,POWDERHORN AREA
M033240,378708000028,"36128 US HIGHWAY 50, UNIT 119",GUNNISON
M033242,378702200058,"301 S 2ND ST, UNIT 69",GUNNISON
M033244,378708000028,"36128 US HIGHWAY 50, UNIT X",GUNNISON
M033247,378702200058,"301 S 2ND ST, UNIT 46",GUNNISON
M033248,370135432001,"1010 W VIRGINIA AVE, UNIT 18",GUNNISON
M033251,370124000082,"194 COUNTY ROAD 11, UNIT 9",GUNNISON
M033252,370124000082,"194 COUNTY ROAD 11, UNIT 15",GUNNISON
M033253,370124000082,"194 COUNTY ROAD 11, UNIT 12",GUNNISON
M033254,370124000082,"194 COUNTY ROAD 11, UNIT 8",GUNNISON
M033256,325502002003,818 RED LADY AVE,CRESTED BUTTE
M033258,378903001001,100 VADER LN,GUNNISON
M033262,370124000082,"194 COUNTY ROAD 11, UNIT 11",GUNNISON
M033264,370134000019,1028 COUNTY ROAD 17,ANTELOPE CREEK AREA
M033268,378702200058,"301 S 2ND ST, UNIT 15",GUNNISON
M033270,378708000028,"36128 US HIGHWAY 50, UNIT P",GUNNISON
M033271,396900000011,58412 US HIGHWAY 50,TOMICHI CREEK
M033273,370122304066,27 SAGE LN,ANTELOPE CREEK AREA
M033278,369110210006,701 RIVER ST,PITKIN
M033279,378708000028,36128 US HIGHWAY 50,GUNNISON
M033282,378702200058,"301 S 2ND ST, UNIT 65",GUNNISON
M033285,378702200058,"301 S 2ND ST, UNIT 48",GUNNISON
M033286,318517008006,51 RIVER RD,SOMERSET
M071050,378500000018,"28357 US HIGHWAY 50, UNIT 121",BLUE MESA RESERVOIR AREA
M071248,378714000001,2031 COUNTY ROAD 38,HARTMAN ROCKS AREA
M071372,370135300045,"1313 W OHIO AVE, UNIT 23",GUNNISON
M071373,370135300045,"1313 W OHIO AVE, UNIT 10",GUNNISON
M071573,378500000014,"27601 US HIGHWAY 50, UNIT 93",BLUE MESA RESERVOIR AREA
M072141,370100009002,441 COUNTY ROAD 818,OHIO CREEK VALLEY
M072521,378702200058,"301 S 2ND ST, UNIT 73",GUNNISON
M072627,370122305055,11 WILLOW LN,ANTELOPE CREEK AREA
M072628,370135437005,1010 W TOMICHI AVE,GUNNISON
M072708,351722012002,"95 GEORGE BAILEY DR, UNIT 44",ALMONT
M073137,370135300045,"1313 W OHIO ST, UNIT 36A",
M073138,370135300045,"1313 W OHIO ST, UNIT 36B",
M073221,378701238010,"404 W RIO GRANDE AVE, UNIT 11",GUNNISON
M073398,378702200058,"301 S 2ND ST, UNIT 6",GUNNISON
M073600,378701238007,"404 W RIO GRANDE AVE, UNIT 17",GUNNISON
M073606,378702200058,"301 S 2ND ST, UNIT 8",GUNNISON
M073615,378702200058,"301 S 2ND ST, UNIT 38",GUNNISON
M074234,351722012002,"95 GEORGE BAILEY DR, UNIT 36B",ALMONT
M074282,378700000006,1764 PROSPER LN,
M074403,378701238010,"404 W RIO GRANDE AVE, UNIT 14",GUNNISON
M074566,370135331012,113 N 8TH ST,GUNNISON
M074613,378702116004,"912 W GUNNISON AVE, UNIT 12",GUNNISON
M074685,378702116004,"912 W GUNNISON AVE, UNIT 5",GUNNISON
M074686,378702116004,"912 W GUNNISON AVE, UNIT 11",GUNNISON
M074687,370135300045,"1313 W OHIO AVE, UNIT 31",GUNNISON
M074691,378702116004,"912 W GUNNISON AVE, UNIT 1",GUNNISON
M074692,378702116004,"912 W GUNNISON AVE, UNIT 9",GUNNISON
M074861,378702116004,"912 W GUNNISON AVE, UNIT 4",GUNNISON
M074862,378702116004,"912 W GUNNISON AVE, UNIT 10",GUNNISON
M074863,378702116004,"912 W GUNNISON AVE, UNIT 3",GUNNISON
M074924,378702116004,"912 W GUNNISON AVE, UNIT 7",GUNNISON
M074925,378702116004,"912 W GUNNISON AVE, UNIT 8",GUNNISON
M074926,378702116004,"912 W GUNNISON AVE, UNIT 6",GUNNISON
M074927,378702116004,"912 W GUNNISON AVE, UNIT 2",GUNNISON
N000010,299100000014,,MARBLE
N000018,370100000055,,GUNNISON
O074297,,,UPPER MUDDY
P000384,0,,GUNNISON
P000388,370136200050,220 W SPENCER AVE,GUNNISON
P000406,370135435001,820 W TOMICHI AVE,GUNNISON
P000409,370136316002,400 E TOMICHI AVE,GUNNISON
P000412,378701203002,201 E TOMICHI AVE,GUNNISON
P000431,370136325005,201 N MAIN ST,GUNNISON
P000433,378701220001,401 W TOMICHI AVE,GUNNISON
P000444,370136331013,232 W TOMICHI AVE,GUNNISON
P000489,370136345002,420 N MAIN ST,GUNNISON
P000519,378701219002,112 S SPRUCE ST,GUNNISON
P000524,370135451005,508 W TOMICHI AVE,GUNNISON
P000544,,9TH & SAN JUAN,GUNNISON
P000577,378702103003,108 S 12TH ST,GUNNISON
P000649,378702120006,212 US HIGHWAY 50,GUNNISON
P000761,370136212009,"1000 N MAIN ST, UNIT 4",GUNNISON
P000779,370136000007,800 E TOMICHI AVE,GUNNISON
P000785,378702300061,701 US HIGHWAY 50,GUNNISON
P002499,325503175011,419 SIXTH ST,CRESTED BUTTE
P002500,0,,CRESTED BUTTE
P002516,325503150006,301 SIXTH ST,CRESTED BUTTE
P002522,325503135018,"127 ELK AVE, UNIT A",CRESTED BUTTE
P002536,325503175008,405 SIXTH ST,CRESTED BUTTE
P002544,,,CRESTED BUTTE
P002552,325503185004,402 BELLEVIEW AVE,CRESTED BUTTE
P002565,325503155008,512 SECOND ST,CRESTED BUTTE
P002649,325503150033,"411 THIRD ST, UNIT 1",CRESTED BUTTE
P002759,325513001014,305 BUCKLEY DR,CRESTED BUTTE
P004200,3177,GOTHIC RD,MT CRESTED BUTTE
P004202,317726100097,10 CRESTED BUTTE WAY,MT CRESTED BUTTE
P004204,317723418018,18 TREASURY RD,MT CRESTED BUTTE
P004298,,,MT CRESTED BUTTE
P004489,317726100098,15 EMMONS RD,MT CRESTED BUTTE
P004733,,500 GOTHIC RD,MT CRESTED BUTTE
P006727,,,MT CRESTED BUTTE
P006730,0,,GUNNISON
P006742,3787,1681 COUNTY ROAD 38,GUNNISON
P006744,3433,6748 COUNTY ROAD 742,ALMONT
P006778,343118000012,10931 COUNTY ROAD 742,TAYLOR RIVER CANYON
P006787,378710000022,501 CAMINO DEL RIO,GUNNISON
P006789,378702407004,1 AIRPORT RD,GUNNISON
P006798,351722012002,130 COUNTY ROAD 742,ALMONT
P006941,378500000014,27601 US HIGHWAY 50,GUNNISON
P011083,326300000005,21701 COUNTY ROAD 742,TAYLOR PARK
P011098,3177,,
P011114,,,
P011125,398100000048,558 CEBOLLA RIVER RD,GUNNISON
P015499,325501002007,385 COUNTRY CLUB DR,SKYLAND AREA
P015791,318500000045,3787 HIGHWAY 133,SOMERSET
P017558,,,CRESTED BUTTE
P017900,325503186002,"500 BELLEVIEW AVE, UNIT A",CRESTED BUTTE
P017937,378702104019,703 W TOMICHI AVE,GUNNISON
P024503,378701218020,213 W TOMICHI AVE,GUNNISON
P024594,317726144005,"620 GOTHIC RD, UNIT C150",MT CRESTED BUTTE
P025097,,,GUNNISON
P025098,,,CRESTED BUTTE
P025100,,,GUNNISON
P025105,,,GUNNISON
P025106,,,CRESTED BUTTE
P025108,,,GUNNISON
P025904,3427,,RIVERLAND
P026480,378701201008,411 E TOMICHI AVE,GUNNISON
P026716,,,MT CRESTED BUTTE
P026784,325503181002,607 SIXTH ST,CRESTED BUTTE
P027068,378702113002,821 W TOMICHI AVE,GUNNISON
P027305,,,MT CRESTED BUTTE
P027404,316900000033,2 ILLINOIS CREEK,TAYLOR PARK
P027417,3177261,10 CRESTED BUTTE WAY,MT CRESTED BUTTE
P027478,3789,60 GRIFFING RD,GUNNISON
P027525,370136001001,900 N MAIN ST,GUNNISON
P027813,3701,,GUNNISON
P027857,325503150004,226 ELK AVE,CRESTED BUTTE
P027970,378702132002,702 S 9TH ST,GUNNISON
P050061,3185,5174 HIGHWAY 133,SOMERSET
P050313,317726144002,"620 GOTHIC RD, UNIT C120",MT CRESTED BUTTE
P050522,325503181003,510 WHITEROCK AVE,CRESTED BUTTE
P050603,,,CRESTED BUTTE
P050711,378903002005,400 INDUSTRIAL PARK RD,GUNNISON
P050946,325502227002,116 SIXTH ST,CRESTED BUTTE
P050947,325503180001,503 SIXTH ST,CRESTED BUTTE
P051123,3789,200 INDUSTRIAL PARK RD,GUNNISON
P051140,370136212006,1100 N MAIN ST,GUNNISON
P051188,,,
P051189,,,
P051190,,,MT CRESTED BUTTE
P051255,370136305017,306 N MAIN ST,GUNNISON
P051303,,,GUNNISON
P051305,0,501 CAMINO DEL RIO,GUNNISON
P051552,325727255002,80 GLACIER ST,CRESTED BUTTE SOUTH
P051604,370136208002,909 N MAIN ST,GUNNISON
P051631,370136001002,880 MAIN ST,GUNNISON
P051645,,,MARBLE
P051658,3701,487 BLACKFOOT TRL,GUNNISON
P051667,3255,302 ELK AVE,CRESTED BUTTE
P051739,370136206036,881 N MAIN ST,GUNNISON
P051828,370136208001,911 N MAIN ST,GUNNISON
P051874,,,CRESTED BUTTE
P051899,325503150012,"204 ELK AVE, UNIT A",CRESTED BUTTE
P051967,,,CRESTED BUTTE
P051968,3787,,GUNNISON
P051970,3691,,PITKIN
P051971,,,BLUE MESA SUBDIVISION AREA
P051972,3185,,SOMERSET
P051980,3185,,SOMERSET
P051981,,,GUNNISON
P051982,,,GUNNISON
P052002,370136349003,"500 W US HIGHWAY 50 FRONTAGE ROAD, UNIT 102",GUNNISON
P052129,325512011001,467 RIVERLAND DR,CRESTED BUTTE
P052209,3185,,SOMERSET
P052210,3185,,SOMERSET
P052218,3517,,GUNNISON
P052388,3177,,
P052412,3255,,CRESTED BUTTE
P052413,3701,,GUNNISON
P052414,3787,,GUNNISON
P052422,,,IRWIN
P052425,3177,,MERIDIAN LAKE AREA
P052426,3257,,CRESTED BUTTE SOUTH
P052435,,,
P052494,378702128004,555 S 10TH ST,GUNNISON
P052537,3257,,SKYLAND AREA
P052574,2725,,
P052575,2725,,
P052576,2725,,
P052577,2725,,
P052591,370136007001,910 E TOMICHI AVE,GUNNISON
P052596,370136332014,139 N MAIN ST,GUNNISON
P052755,3691,,PITKIN
P052769,,1509 STATE HIGHWAY 135,GUNNISON
P052781,,"112 W SPENCER AVE, UNIT B",GUNNISON
P053007,,,CRESTED BUTTE SOUTH
P053010,,,CRESTED BUTTE
P053011,,,
P053031,,,MARBLE
P053230,351722013005,"130 COUNTY RD 742, UNIT 27",ALMONT
P053231,351722013006,"130 COUNTY RD 742, UNIT 28",ALMONT
P053252,351722016005,"130 COUNTY RD 742, UNIT 61",ALMONT
P053253,351722016006,"130 COUNTY RD 742, UNIT 62",ALMONT
P053254,351722016007,"130 COUNTY RD 742, UNIT 63",ALMONT
P053257,351722016010,"130 COUNTY RD 742, UNIT 66",ALMONT
P053258,351722016011,"130 COUNTY RD 742, UNIT 67",ALMONT
P053291,,,MT CRESTED BUTTE
P053299,378900000088,2401 E NEW YORK AVE,GUNNISON
P053437,325503181002,607 SIXTH ST,CRESTED BUTTE
P053443,3787,45 BASIN PARK DR,GUNNISON
P053536,3787,,
P053544,,,CRESTED BUTTE
P053545,,,GUNNISON
P053546,,,MT CRESTED BUTTE
P053547,,,MT CRESTED BUTTE
P070416,3701,,
P070424,3185,5174 HIGHWAY 133,SOMERSET
P070434,,,
P070465,325503186034,"525 RED LADY AVE, UNIT 142",CRESTED BUTTE
P070488,370136339001,115 W GEORGIA AVE,GUNNISON
P070491,325503150010,204 ELK AVE,CRESTED BUTTE
P070494,3177,500 GOTHIC RD,MT CRESTED BUTTE
P070555,3177,500 GOTHIC RD,MT CRESTED BUTTE
P070652,,,MT CRESTED BUTTE
P070698,,"398 RIVERLAND DR, UNIT BCDF",
P070705,3177,,MT CRESTED BUTTE
P070707,,,MARBLE
P070709,,,MARBLE
P070712,,,LITTLE CIMARRON RIVER AREA
P071043,3177,GOTHIC RD,MT CRESTED BUTTE
P071051,378710000008,37610 US HIGHWAY 50,GUNNISON
P071052,370136001002,880 N MAIN ST,GUNNISON
P071082,,,
P071083,,,CIMARRON RIVER AREA
P071084,,,ARROWHEAD AREA
P071085,,,ARROWHEAD AREA
P071086,,,ARROWHEAD AREA
P071195,378702139006,591 S BOULEVARD ST,GUNNISON
P071237,3255,"244 BUCKLEY, UNIT 4",RIVERLAND
P071256,3701362,1125 N MAIN ST,GUNNISON
P071345,3973,,
P071352,325503155007,200 SOPRIS AVE,CRESTED BUTTE
P071388,,,SKYLAND AREA
P071402,318500000006,3737 HIGHWAY 133,SOMERSET
P071406,,,GUNNISON
P071433,3701,,GUNNISON
P071578,,,MARBLE
P071593,325502226018,602 BUTTE AVE,CRESTED BUTTE
P071607,,,ARROWHEAD AREA
P071612,317735006001,801 BUTTE AVE,CRESTED BUTTE
P071639,370136332018,111 N MAIN ST,GUNNISON
P071795,,,CRESTED BUTTE SOUTH
P071854,3787,,GUNNISON
P071883,,,GUNNISON
P071893,,,IOLA - NINE MILE
P071894,,,CIMARRON RIVER AREA
P071896,325718001001,51 BUCKLEY DR,RIVERLAND
P071901,3787,AIRPORT RD,GUNNISON
P072332,,,SOMERSET
P072335,3255,,CRESTED BUTTE
P072336,3177,,MT CRESTED BUTTE
P072429,317900000092,440 FOREST SERVICE RD 826.1C,IRWIN
P072432,378701218020,213 W TOMICHI AVE,GUNNISON
P072448,325503184032,330 BELLEVIEW AVE,CRESTED BUTTE
P072449,325503184032,326 BELLEVIEW AVE,CRESTED BUTTE
P072509,325513001017,BUCKLEY DR,RIVERLAND
P072534,370135451005,508 W TOMICHI AVE,GUNNISON
P072649,,,MT CRESTED BUTTE
P072651,378900000091,,GUNNISON
P072659,,,SKYLAND AREA
P072660,,,CRESTED BUTTE SOUTH
P072681,325503155008,512 SECOND ST,CRESTED BUTTE
P072683,317900000092,440 FOREST SERVICE RD 826.1C,IRWIN
